unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings
86	WATER_MAG_00001	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)	0.833333333	TRUE	K00133,K00215,K01714,K01586,K00928	36311;58562;14461;14810;15121;14132;6227;17437	None
87	WATER_MAG_00001	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)	1	TRUE	K00133,K00215,K10206,K01714,K01586,K01778,K00928	36311;58562;41318;14461;14810;15121;14132;2708;6227;17437	None
88	WATER_MAG_00001	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)	0.055555556	FALSE	K00382	31123	None
89	WATER_MAG_00001	M00028	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)	1	TRUE	K00620,K00821,K00145,K00930	39031;31119;286;7116	None
90	WATER_MAG_00001	M00844	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00611 K01940 (K01755,K14681)	1	TRUE	K00611,K01755,K01940	59436;37457;3876	None
91	WATER_MAG_00001	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K22478 K00145 K00821 K09065 K01438 K01940 K01755	0.571428571	FALSE	K00821,K01755,K01940,K00145	31119;37457;3876;286	None
92	WATER_MAG_00001	M00029	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K01948 K00611 K01940 (K01755,K14681) K01476	0.6	FALSE	K00611,K01755,K01940	59436;37457;3876	None
93	WATER_MAG_00001	M00015	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	((K00931 K00147),K12657) K00286	1	TRUE	K00286,K00147,K00931	52132;43795;35024	None
94	WATER_MAG_00001	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	(K01583,K01584,K01585,K02626) K01480 K01611 K00797	0.75	TRUE	K01611,K00797,K01480	13951;2257;2258	None
95	WATER_MAG_00001	M00026	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)	0.75	TRUE	K00765,K00013,K01693,K01496,K02501,K01814,K02500,K02502,K11755	63444;39088;18741;6063;11843;19369;8925;12757	None
96	WATER_MAG_00001	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736	1	TRUE	K01736,K01735,K03786,K00800,K00014,K01626,K00891	40140;32588;36096;8210;3880;6423;21061	None
97	WATER_MAG_00001	M00023	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)	1	TRUE	K01658,K00766,K01609,K01657,K01695,K01817,K01696	47314;35354;31124;6417;13956;6077;3750;19211	None
98	WATER_MAG_00001	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)	0.666666667	FALSE	K06208,K04518	63884;41313	None
99	WATER_MAG_00001	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)	0.666666667	FALSE	K06208,K04517	63884;62702	None
100	WATER_MAG_00001	M00936	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	K01593 K24541 K22450 (K22588,K13066)	0.25	FALSE	K22450	25918;13953;30660;48202	None
101	WATER_MAG_00001	M00118	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	(K11204+K11205,K01919) (K21456,K01920)	0.5	FALSE	K01920	49118	None
102	WATER_MAG_00001	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 K02535 K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K02560	0.333333333	FALSE	K02536,K00748,K00677	40075;35025;25210;33444	None
103	WATER_MAG_00001	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 (K02535,K16363) K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K09778	0.333333333	FALSE	K02536,K00748,K00677	40075;35025;25210;33444	None
104	WATER_MAG_00001	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946	0.4375	FALSE	K00788,K00946,K03147,K03154	42953;28528;31634;42952;7569	None
105	WATER_MAG_00001	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946	0.5	FALSE	K00788,K00946,K03147,K03154,K03153	42953;28528;31634;42952;15330;7569	None
106	WATER_MAG_00001	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K22699 K03147 (K00941 (K00788,K21220),K21219) K00946	0.6	FALSE	K00788,K00946,K03147	42953;28528;31634;7569	None
107	WATER_MAG_00001	M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03146 K03147 K14153 K22911 K00949	0.2	FALSE	K03147	31634;7569	None
108	WATER_MAG_00001	M00899	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00878 ((K00941 K00788),K14153,K21219)	0.333333333	FALSE	K00788	42953	None
109	WATER_MAG_00001	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)	0.857142857	TRUE	K00793,K00794,K11752,K11753,K14652,K01497	58334;56996;26439;42954;287;13198	None
110	WATER_MAG_00001	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953	0.333333333	FALSE	K00793,K00794,K01497	58334;56996;287	'--' steps are assumed incomplete
111	WATER_MAG_00001	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03472 K03473 K00831 K00097 K03474 K00275	0.166666667	FALSE	K03474	49563	None
112	WATER_MAG_00001	M00115	NAD biosynthesis, aspartate => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)	0.8	TRUE	K00278,K00767,K03517,K00969	36151;59465;9800;7188	None
113	WATER_MAG_00001	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)	0.25	FALSE	K00767,K00969	59465;7188	None
114	WATER_MAG_00001	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00826 K00606 K00077 K01579 (K01918,K13799)	0.6	FALSE	K13799,K01918,K00606,K00826	50346;39408;29586;13974;13973	None
115	WATER_MAG_00001	M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00606 K00077 K13367 K00128 K01918	0.4	FALSE	K01918,K00606	50346;39408;13974;13973	None
116	WATER_MAG_00001	M00120	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)	1	TRUE	K13038,K00954,K00859,K03525	40147;27512;22717;2702;18803	None
117	WATER_MAG_00001	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00606 K00077 K06982 K09722 K13038 K02201 K09735	0.285714286	FALSE	K13038,K00606	40147;39408	None
118	WATER_MAG_00001	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)	0.666666667	FALSE	K02372,K00059,K00208,K19560	33445;58321;18742;21206	None
119	WATER_MAG_00001	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00652 ((K00833,K19563) K01935,K19562) K01012	0.75	TRUE	K01012,K01935,K00833	59278;21208;21211	None
120	WATER_MAG_00001	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K16593 K00652 K19563 K01935 K01012	0.4	FALSE	K01012,K01935	59278;21208	None
121	WATER_MAG_00001	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01906 K00652 (K00833,K19563) K01935 K01012	0.6	FALSE	K01012,K01935,K00833	59278;21208;21211	None
122	WATER_MAG_00001	M00881	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03801 K03644	1	TRUE	K03801,K03644	52143;10073;10347	None
123	WATER_MAG_00001	M00882	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K23735 K03644	0.5	FALSE	K03644	10073;10347	None
124	WATER_MAG_00001	M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K23735,K23734) K03644 (K10105,K16869)	0.333333333	FALSE	K03644	10073;10347	None
125	WATER_MAG_00001	M00884	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K23750 K03644	0.5	FALSE	K03644	10073;10347	None
126	WATER_MAG_00001	M00126	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)	0.428571429	FALSE	K00796,K01495,K01633	33473;3749;43794	None
127	WATER_MAG_00001	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K14652 K22100 -- K01633 K13941 K22099 K00287	0.285714286	FALSE	K14652,K01633	287;43794	'--' steps are assumed incomplete
128	WATER_MAG_00001	M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K22101 K13941 K11754 K13998	0.2	FALSE	K01495	3749	None
129	WATER_MAG_00001	M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K01737 K00072	0.666666667	FALSE	K01737,K01495	21062;6062;3749	None
130	WATER_MAG_00001	M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K01737 K17745	0.666666667	FALSE	K01737,K01495	21062;6062;3749	None
131	WATER_MAG_00001	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)	0.6	FALSE	K03638,K03637,K03750	26421;39908;26418	None
132	WATER_MAG_00001	M00140	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00600 (K01491,(K00300 K01500)) K01938	0.666666667	FALSE	K01491,K00600	56279;60934;19706	None
133	WATER_MAG_00001	M00141	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00600 (K00288,(K13403 K13402))	0.5	FALSE	K00600	60934;19706	None
134	WATER_MAG_00001	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+K02304-K03794)	0.916666667	TRUE	K02492,K01698,K01845,K02303,K01749,K01719	27561;25989;32407;26422;7111;5160	None
135	WATER_MAG_00001	M00868	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772	0.75	TRUE	K01599,K01698,K01772,K01749,K01719,K00228	52470;25989;7804;7111;5160;13961	None
136	WATER_MAG_00001	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772	1	TRUE	K08973,K01599,K02495,K02492,K01698,K01845,K01772,K01749,K01885,K01719,K00228	49456;52470;39407;27561;25989;32407;7804;7111;1370;5160;13961;7965	None
137	WATER_MAG_00001	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435	0.777777778	TRUE	K01599,K02492,K01698,K01845,K01772,K01749,K01719	52470;27561;25989;32407;7804;7111;5160	None
138	WATER_MAG_00001	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K02302,(K02303,K13542) K02304) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224	0.833333333	TRUE	K05895,K06042,K02188,K03795,K02303,K03394,K05936,K02224,K02189,K00595	59539;58812;37204;33328;26422;52133;7983;2803;12960;13375;55055	None
139	WATER_MAG_00001	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883	0.666666667	FALSE	K05895,K06042,K02303,K03394,K05936,K02224,K02230,K00595	59539;58812;26422;52133;7983;2803;29585;52942;55055	None
140	WATER_MAG_00001	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233	0.714285714	FALSE	K02231,K02227,K02233,K02232,K19221	23893;39402;51235;32364;9156;9866;6794;4481;17415	None
141	WATER_MAG_00001	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 K03184 K00568	0.444444444	FALSE	K03186,K03179,K03182,K03181,K03185	7222;7986;8211;53184;59627	None
142	WATER_MAG_00001	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183	0.333333333	FALSE	K02551,K01661,K02549	26943;26942;13842	None
143	WATER_MAG_00001	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095	0.6	FALSE	K02551,K01661,K23094,K23095,K12073,K02549	26943;26942;13843;8926;22642;13842	None
144	WATER_MAG_00001	M00112	Tocopherol/tocotorienol biosynthesis, homogentisate + phytyl/geranylgeranyl-PP => tocopherol/tocotorienol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K09833 (K12502,K18534) K09834 K05928	0.25	FALSE	K18534	41312	None
145	WATER_MAG_00001	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823	0.75	TRUE	K01770,K00991,K01662,K03526,K00099,K00919	42947;58318;4764;14218;17376;8978	None
146	WATER_MAG_00001	M00364	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 (K00795,K13789,K13787)	0.5	FALSE	K13789,K00795	41084	None
147	WATER_MAG_00001	M00366	C10-C20 isoprenoid biosynthesis, plants	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 K14066 K00787 K13789	0.25	FALSE	K13789	41084	None
148	WATER_MAG_00001	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	Pathway modules	Biosynthesis of terpenoids and polyketides	Plant terpenoid biosynthesis	K02291 K02293 K15744 K00514 K09835 K06443	1	TRUE	K02291,K02293,K09835,K06443,K15744,K00514	13225;13224;10126;22454;6263;6491;5163	None
149	WATER_MAG_00001	M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP	Pathway modules	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	K21183 K21181 K21182 K16431 K21184 K21185	0.166666667	FALSE	K21185	27511	None
150	WATER_MAG_00001	M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP	Pathway modules	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	K21183 K21227 K21228 K16431 K21185	0.2	FALSE	K21185	27511	No KOfam profile for K21227,No KOfam profile for K21228
